Wilayah Jawa Barat,Bulan_Tahun,Tahun,Kelompok Pengeluaran IHK,IHK Value
Kota Bandung,May-2023,2023,Kesehatan,114.57
Kota Bandung,May-2023,2023,Transportasi,116.31
Kota Bandung,May-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.36
Kota Bandung,May-2023,2023,"Rekreasi, Olahraga dan Budaya",108.24
Kota Bandung,May-2023,2023,Pendidikan,106.81
Kota Bandung,May-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,111.97
Kota Bandung,May-2023,2023,Perawatan Pribadi da Jasa Lainnya,128.25
Kota Bandung,April-2023,2023,Umum,114.8
Kota Bandung,April-2023,2023,"Makanan, Minuman dan Tembakau",122.66
Kota Bandung,April-2023,2023,Pakaian dan Alas Kaki,109.62
Kota Bandung,April-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",109.76
Kota Bandung,April-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",121.32
Kota Bandung,April-2023,2023,Kesehatan,114.55
Kota Bandung,April-2023,2023,Transportasi,116.47
Kota Bandung,April-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.36
Kota Bandung,April-2023,2023,"Rekreasi, Olahraga dan Budaya",108.24
Kota Bandung,April-2023,2023,Pendidikan,106.81
Kota Bandung,April-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,111.97
Kota Bandung,April-2023,2023,Perawatan Pribadi da Jasa Lainnya,127.92
Kota Bandung,March-2023,2023,Umum,114.43
Kota Bandung,March-2023,2023,"Makanan, Minuman dan Tembakau",121.98
Kota Bandung,March-2023,2023,Pakaian dan Alas Kaki,109.58
Kota Bandung,March-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",109.49
Kota Bandung,March-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",121.06
Kota Bandung,March-2023,2023,Kesehatan,114.47
Kota Bandung,March-2023,2023,Transportasi,116.1
Kota Bandung,March-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.28
Kota Bandung,March-2023,2023,"Rekreasi, Olahraga dan Budaya",108.16
Kota Bandung,March-2023,2023,Pendidikan,106.81
Kota Bandung,March-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,111.6
Kota Bandung,March-2023,2023,Perawatan Pribadi da Jasa Lainnya,127.24
Kota Bandung,February-2023,2023,Umum,116.17
Kota Bandung,February-2023,2023,"Makanan, Minuman dan Tembakau",121.29
Kota Bandung,February-2023,2023,Pakaian dan Alas Kaki,109.42
Kota Bandung,February-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",116.93
Kota Bandung,February-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",121.08
Kota Bandung,February-2023,2023,Kesehatan,114.24
Kota Bandung,February-2023,2023,Transportasi,115.71
Kota Bandung,February-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.28
Kota Bandung,February-2023,2023,"Rekreasi, Olahraga dan Budaya",108.24
Kota Bandung,February-2023,2023,Pendidikan,106.81
Kota Bandung,February-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,111.47
Kota Bandung,February-2023,2023,Perawatan Pribadi da Jasa Lainnya,126.86
Kota Bandung,January-2023,2023,Umum,115.87
Kota Bandung,January-2023,2023,"Makanan, Minuman dan Tembakau",120.22
Kota Bandung,January-2023,2023,Pakaian dan Alas Kaki,109.37
Kota Bandung,January-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",116.9
Kota Bandung,January-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",121.08
Kota Bandung,January-2023,2023,Kesehatan,114.12
Kota Bandung,January-2023,2023,Transportasi,115.72
Kota Bandung,January-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.28
Kota Bandung,January-2023,2023,"Rekreasi, Olahraga dan Budaya",108.24
Kota Bandung,January-2023,2023,Pendidikan,106.81
Kota Bandung,January-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,111.47
Kota Bandung,January-2023,2023,Perawatan Pribadi da Jasa Lainnya,126.65
Kota Cirebon,December-2023,2023,Umum,113.87
Kota Cirebon,December-2023,2023,"Makanan, Minuman dan Tembakau",119.84
Kota Cirebon,December-2023,2023,Pakaian dan Alas Kaki,107.69
Kota Cirebon,December-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.96
Kota Cirebon,December-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.25
Kota Cirebon,December-2023,2023,Kesehatan,120.35
Kota Cirebon,December-2023,2023,Transportasi,121.28
Kota Cirebon,December-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.24
Kota Cirebon,December-2023,2023,"Rekreasi, Olahraga dan Budaya",118.32
Kota Cirebon,December-2023,2023,Pendidikan,107.85
Kota Cirebon,December-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.81
Kota Cirebon,December-2023,2023,Perawatan Pribadi da Jasa Lainnya,121.54
Kota Cirebon,November-2023,2023,Umum,113.54
Kota Cirebon,November-2023,2023,"Makanan, Minuman dan Tembakau",119.29
Kota Cirebon,November-2023,2023,Pakaian dan Alas Kaki,107.35
Kota Cirebon,November-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.96
Kota Cirebon,November-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.32
Kota Cirebon,November-2023,2023,Kesehatan,120.35
Kota Cirebon,November-2023,2023,Transportasi,120.14
Kota Cirebon,November-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.33
Kota Cirebon,November-2023,2023,"Rekreasi, Olahraga dan Budaya",118.32
Kota Cirebon,November-2023,2023,Pendidikan,107.85
Kota Cirebon,November-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.72
Kota Cirebon,November-2023,2023,Perawatan Pribadi da Jasa Lainnya,120.8
Kota Cirebon,October-2023,2023,Umum,113.36
Kota Cirebon,October-2023,2023,"Makanan, Minuman dan Tembakau",118.58
Kota Cirebon,October-2023,2023,Pakaian dan Alas Kaki,107.32
Kota Cirebon,October-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.96
Kota Cirebon,October-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.0
Kota Cirebon,October-2023,2023,Kesehatan,120.26
Kota Cirebon,October-2023,2023,Transportasi,120.75
Kota Cirebon,October-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.33
Kota Cirebon,October-2023,2023,"Rekreasi, Olahraga dan Budaya",118.31
Kota Cirebon,October-2023,2023,Pendidikan,107.85
Kota Cirebon,October-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.71
Kota Cirebon,October-2023,2023,Perawatan Pribadi da Jasa Lainnya,120.18
Kota Cirebon,September-2023,2023,Umum,113.32
Kota Cirebon,September-2023,2023,"Makanan, Minuman dan Tembakau",118.59
Kota Cirebon,September-2023,2023,Pakaian dan Alas Kaki,107.32
Kota Cirebon,September-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.96
Kota Cirebon,September-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.21
Kota Cirebon,September-2023,2023,Kesehatan,120.26
Kota Cirebon,September-2023,2023,Transportasi,120.33
Kota Cirebon,September-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.33
Kota Cirebon,September-2023,2023,"Rekreasi, Olahraga dan Budaya",117.97
Kota Cirebon,September-2023,2023,Pendidikan,107.85
Kota Cirebon,September-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.71
Kota Cirebon,September-2023,2023,Perawatan Pribadi da Jasa Lainnya,120.15
Kota Cirebon,August-2023,2023,Umum,113.12
Kota Cirebon,August-2023,2023,"Makanan, Minuman dan Tembakau",118.11
Kota Cirebon,August-2023,2023,Pakaian dan Alas Kaki,107.3
Kota Cirebon,August-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.91
Kota Cirebon,August-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.51
Kota Cirebon,August-2023,2023,Kesehatan,120.26
Kota Cirebon,August-2023,2023,Transportasi,119.97
Kota Cirebon,August-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Kota Cirebon,August-2023,2023,"Rekreasi, Olahraga dan Budaya",117.97
Kota Cirebon,August-2023,2023,Pendidikan,107.85
Kota Cirebon,August-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.71
Kota Cirebon,August-2023,2023,Perawatan Pribadi da Jasa Lainnya,119.95
Kota Cirebon,July-2023,2023,Umum,113.25
Kota Cirebon,July-2023,2023,"Makanan, Minuman dan Tembakau",118.75
Kota Cirebon,July-2023,2023,Pakaian dan Alas Kaki,107.3
Kota Cirebon,July-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.67
Kota Cirebon,July-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.51
Kota Cirebon,July-2023,2023,Kesehatan,120.26
Kota Cirebon,July-2023,2023,Transportasi,119.83
Kota Cirebon,July-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Kota Cirebon,July-2023,2023,"Rekreasi, Olahraga dan Budaya",117.97
Kota Cirebon,July-2023,2023,Pendidikan,107.85
Kota Cirebon,July-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.71
Kota Cirebon,July-2023,2023,Perawatan Pribadi da Jasa Lainnya,120.36
Kota Cirebon,June-2023,2023,Umum,113.0
Kota Cirebon,June-2023,2023,"Makanan, Minuman dan Tembakau",118.46
Kota Cirebon,June-2023,2023,Pakaian dan Alas Kaki,106.96
Kota Cirebon,June-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.66
Kota Cirebon,June-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.34
Kota Cirebon,June-2023,2023,Kesehatan,119.91
Kota Cirebon,June-2023,2023,Transportasi,119.79
Kota Cirebon,June-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Kota Cirebon,June-2023,2023,"Rekreasi, Olahraga dan Budaya",117.55
Kota Cirebon,June-2023,2023,Pendidikan,106.3
Kota Cirebon,June-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.39
Kota Cirebon,June-2023,2023,Perawatan Pribadi da Jasa Lainnya,120.25
Kota Cirebon,May-2023,2023,Umum,112.78
Kota Cirebon,May-2023,2023,"Makanan, Minuman dan Tembakau",117.54
Kota Cirebon,May-2023,2023,Pakaian dan Alas Kaki,106.96
Kota Cirebon,May-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.64
Kota Cirebon,May-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.31
Kota Cirebon,May-2023,2023,Kesehatan,119.91
Kota Cirebon,May-2023,2023,Transportasi,120.2
Kota Cirebon,May-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Kota Cirebon,May-2023,2023,"Rekreasi, Olahraga dan Budaya",117.55
Kota Cirebon,May-2023,2023,Pendidikan,106.23
Kota Cirebon,May-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.3
Kota Cirebon,May-2023,2023,Perawatan Pribadi da Jasa Lainnya,120.21
Kota Cirebon,April-2023,2023,Umum,112.61
Kota Cirebon,April-2023,2023,"Makanan, Minuman dan Tembakau",116.64
Kota Cirebon,April-2023,2023,Pakaian dan Alas Kaki,106.92
Kota Cirebon,April-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.55
Kota Cirebon,April-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.3
Kota Cirebon,April-2023,2023,Kesehatan,119.89
Kota Cirebon,April-2023,2023,Transportasi,121.13
Kota Cirebon,April-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Kota Cirebon,April-2023,2023,"Rekreasi, Olahraga dan Budaya",117.59
Kota Cirebon,April-2023,2023,Pendidikan,106.23
Kota Cirebon,April-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.23
Kota Cirebon,April-2023,2023,Perawatan Pribadi da Jasa Lainnya,120.26
Kota Cirebon,March-2023,2023,Umum,112.2
Kota Cirebon,March-2023,2023,"Makanan, Minuman dan Tembakau",115.87
Kota Cirebon,March-2023,2023,Pakaian dan Alas Kaki,106.92
Kota Cirebon,March-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.55
Kota Cirebon,March-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.23
Kota Cirebon,March-2023,2023,Kesehatan,119.89
Kota Cirebon,March-2023,2023,Transportasi,119.72
Kota Cirebon,March-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Kota Cirebon,March-2023,2023,"Rekreasi, Olahraga dan Budaya",117.59
Kota Cirebon,March-2023,2023,Pendidikan,106.23
Kota Cirebon,March-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.09
Kota Cirebon,March-2023,2023,Perawatan Pribadi da Jasa Lainnya,119.8
Kota Cirebon,February-2023,2023,Umum,112.01
Kota Cirebon,February-2023,2023,"Makanan, Minuman dan Tembakau",115.31
Kota Cirebon,February-2023,2023,Pakaian dan Alas Kaki,106.9
Kota Cirebon,February-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.55
Kota Cirebon,February-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.33
Kota Cirebon,February-2023,2023,Kesehatan,119.89
Kota Cirebon,February-2023,2023,Transportasi,119.43
Kota Cirebon,February-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Kota Cirebon,February-2023,2023,"Rekreasi, Olahraga dan Budaya",117.59
Kota Cirebon,February-2023,2023,Pendidikan,106.23
Kota Cirebon,February-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,108.09
Kota Cirebon,February-2023,2023,Perawatan Pribadi da Jasa Lainnya,119.67
Kota Cirebon,January-2023,2023,Umum,111.61
Kota Cirebon,January-2023,2023,"Makanan, Minuman dan Tembakau",114.06
Kota Cirebon,January-2023,2023,Pakaian dan Alas Kaki,106.65
Kota Cirebon,January-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.53
Kota Cirebon,January-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",117.21
Kota Cirebon,January-2023,2023,Kesehatan,119.61
Kota Cirebon,January-2023,2023,Transportasi,119.47
Kota Cirebon,January-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.86
Kota Cirebon,January-2023,2023,"Rekreasi, Olahraga dan Budaya",117.24
Kota Cirebon,January-2023,2023,Pendidikan,106.23
Kota Cirebon,January-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,107.98
Kota Cirebon,January-2023,2023,Perawatan Pribadi da Jasa Lainnya,119.22
Kota Cirebon,December-2023,2023,Umum,119.3
Kota Cirebon,December-2023,2023,"Makanan, Minuman dan Tembakau",128.52
Kota Cirebon,December-2023,2023,Pakaian dan Alas Kaki,118.56
Kota Cirebon,December-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.46
Kota Cirebon,December-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.08
Kota Cirebon,December-2023,2023,Kesehatan,127.14
Kota Cirebon,December-2023,2023,Transportasi,121.35
Kota Cirebon,December-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.06
Kota Cirebon,December-2023,2023,"Rekreasi, Olahraga dan Budaya",114.19
Kota Cirebon,December-2023,2023,Pendidikan,128.24
Kota Cirebon,December-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,129.51
Kota Cirebon,December-2023,2023,Perawatan Pribadi da Jasa Lainnya,130.98
Kota Cirebon,November-2023,2023,Umum,118.66
Kota Cirebon,November-2023,2023,"Makanan, Minuman dan Tembakau",126.61
Kota Cirebon,November-2023,2023,Pakaian dan Alas Kaki,117.68
Kota Cirebon,November-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.46
Kota Cirebon,November-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.01
Kota Cirebon,November-2023,2023,Kesehatan,125.76
Kota Cirebon,November-2023,2023,Transportasi,121.41
Kota Cirebon,November-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.95
Kota Cirebon,November-2023,2023,"Rekreasi, Olahraga dan Budaya",108.18
Kota Cirebon,November-2023,2023,Pendidikan,128.24
Kota Cirebon,November-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,129.51
Kota Cirebon,November-2023,2023,Perawatan Pribadi da Jasa Lainnya,130.74
Kota Cirebon,October-2023,2023,Umum,118.18
Kota Cirebon,October-2023,2023,"Makanan, Minuman dan Tembakau",124.18
Kota Cirebon,October-2023,2023,Pakaian dan Alas Kaki,117.49
Kota Cirebon,October-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.46
Kota Cirebon,October-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.55
Kota Cirebon,October-2023,2023,Kesehatan,125.71
Kota Cirebon,October-2023,2023,Transportasi,121.73
Kota Cirebon,October-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.95
Kota Cirebon,October-2023,2023,"Rekreasi, Olahraga dan Budaya",108.0
Kota Cirebon,October-2023,2023,Pendidikan,128.24
Kota Cirebon,October-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,129.48
Kota Cirebon,October-2023,2023,Perawatan Pribadi da Jasa Lainnya,130.24
Kota Cirebon,September-2023,2023,Umum,118.01
Kota Cirebon,September-2023,2023,"Makanan, Minuman dan Tembakau",123.73
Kota Cirebon,September-2023,2023,Pakaian dan Alas Kaki,117.45
Kota Cirebon,September-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.46
Kota Cirebon,September-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.55
Kota Cirebon,September-2023,2023,Kesehatan,125.71
Kota Cirebon,September-2023,2023,Transportasi,121.28
Kota Cirebon,September-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.05
Kota Cirebon,September-2023,2023,"Rekreasi, Olahraga dan Budaya",108.0
Kota Cirebon,September-2023,2023,Pendidikan,128.24
Kota Cirebon,September-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,129.29
Kota Cirebon,September-2023,2023,Perawatan Pribadi da Jasa Lainnya,130.13
Kota Cirebon,August-2023,2023,Umum,117.91
Kota Cirebon,August-2023,2023,"Makanan, Minuman dan Tembakau",123.9
Kota Cirebon,August-2023,2023,Pakaian dan Alas Kaki,117.45
Kota Cirebon,August-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.45
Kota Cirebon,August-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.54
Kota Cirebon,August-2023,2023,Kesehatan,125.71
Kota Cirebon,August-2023,2023,Transportasi,120.75
Kota Cirebon,August-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.74
Kota Cirebon,August-2023,2023,"Rekreasi, Olahraga dan Budaya",108.0
Kota Cirebon,August-2023,2023,Pendidikan,128.24
Kota Cirebon,August-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,129.02
Kota Cirebon,August-2023,2023,Perawatan Pribadi da Jasa Lainnya,129.89
Kota Cirebon,July-2023,2023,Umum,118.0
Kota Cirebon,July-2023,2023,"Makanan, Minuman dan Tembakau",123.87
Kota Cirebon,July-2023,2023,Pakaian dan Alas Kaki,117.94
Kota Cirebon,July-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",108.12
Kota Cirebon,July-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.56
Kota Cirebon,July-2023,2023,Kesehatan,125.57
Kota Cirebon,July-2023,2023,Transportasi,120.71
Kota Cirebon,July-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.74
Kota Cirebon,July-2023,2023,"Rekreasi, Olahraga dan Budaya",107.98
Kota Cirebon,July-2023,2023,Pendidikan,127.76
Kota Cirebon,July-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,128.7
Kota Cirebon,July-2023,2023,Perawatan Pribadi da Jasa Lainnya,129.87
Kota Cirebon,June-2023,2023,Umum,117.75
Kota Cirebon,June-2023,2023,"Makanan, Minuman dan Tembakau",123.97
Kota Cirebon,June-2023,2023,Pakaian dan Alas Kaki,116.95
Kota Cirebon,June-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",108.12
Kota Cirebon,June-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.52
Kota Cirebon,June-2023,2023,Kesehatan,125.5
Kota Cirebon,June-2023,2023,Transportasi,120.65
Kota Cirebon,June-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.83
Kota Cirebon,June-2023,2023,"Rekreasi, Olahraga dan Budaya",107.87
Kota Cirebon,June-2023,2023,Pendidikan,125.27
Kota Cirebon,June-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,128.11
Kota Cirebon,June-2023,2023,Perawatan Pribadi da Jasa Lainnya,130.07
Kota Cirebon,May-2023,2023,Umum,117.49
Kota Cirebon,May-2023,2023,"Makanan, Minuman dan Tembakau",123.72
Kota Cirebon,May-2023,2023,Pakaian dan Alas Kaki,117.02
Kota Cirebon,May-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.96
Kota Cirebon,May-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.2
Kota Cirebon,May-2023,2023,Kesehatan,123.35
Kota Cirebon,May-2023,2023,Transportasi,121.14
Kota Cirebon,May-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.83
Kota Cirebon,May-2023,2023,"Rekreasi, Olahraga dan Budaya",107.86
Kota Cirebon,May-2023,2023,Pendidikan,125.27
Kota Cirebon,May-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,126.38
Kota Cirebon,May-2023,2023,Perawatan Pribadi da Jasa Lainnya,130.01
Kota Cirebon,April-2023,2023,Umum,117.4
Kota Cirebon,April-2023,2023,"Makanan, Minuman dan Tembakau",123.36
Kota Cirebon,April-2023,2023,Pakaian dan Alas Kaki,116.97
Kota Cirebon,April-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.92
Kota Cirebon,April-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",110.28
Kota Cirebon,April-2023,2023,Kesehatan,123.43
Kota Cirebon,April-2023,2023,Transportasi,121.46
Kota Cirebon,April-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.83
Kota Cirebon,April-2023,2023,"Rekreasi, Olahraga dan Budaya",107.98
Kota Cirebon,April-2023,2023,Pendidikan,125.27
Kota Cirebon,April-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,125.74
Kota Cirebon,April-2023,2023,Perawatan Pribadi da Jasa Lainnya,130.18
Kota Cirebon,March-2023,2023,Umum,116.75
Kota Cirebon,March-2023,2023,"Makanan, Minuman dan Tembakau",122.15
Kota Cirebon,March-2023,2023,Pakaian dan Alas Kaki,116.33
Kota Cirebon,March-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.82
Kota Cirebon,March-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",109.76
Kota Cirebon,March-2023,2023,Kesehatan,121.71
Kota Cirebon,March-2023,2023,Transportasi,120.91
Kota Cirebon,March-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.8
Kota Cirebon,March-2023,2023,"Rekreasi, Olahraga dan Budaya",107.97
Kota Cirebon,March-2023,2023,Pendidikan,125.27
Kota Cirebon,March-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,124.24
Kota Cirebon,March-2023,2023,Perawatan Pribadi da Jasa Lainnya,129.0
Kota Cirebon,February-2023,2023,Umum,116.6
Kota Cirebon,February-2023,2023,"Makanan, Minuman dan Tembakau",121.56
Kota Cirebon,February-2023,2023,Pakaian dan Alas Kaki,116.36
Kota Cirebon,February-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.82
Kota Cirebon,February-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",109.73
Kota Cirebon,February-2023,2023,Kesehatan,121.71
Kota Cirebon,February-2023,2023,Transportasi,120.67
Kota Cirebon,February-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.93
Kota Cirebon,February-2023,2023,"Rekreasi, Olahraga dan Budaya",107.82
Kota Cirebon,February-2023,2023,Pendidikan,125.27
Kota Cirebon,February-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,124.24
Kota Cirebon,February-2023,2023,Perawatan Pribadi da Jasa Lainnya,129.09
Kota Cirebon,January-2023,2023,Umum,116.15
Kota Cirebon,January-2023,2023,"Makanan, Minuman dan Tembakau",120.62
Kota Cirebon,January-2023,2023,Pakaian dan Alas Kaki,115.29
Kota Cirebon,January-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",107.81
Kota Cirebon,January-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",109.11
Kota Cirebon,January-2023,2023,Kesehatan,121.27
Kota Cirebon,January-2023,2023,Transportasi,120.68
Kota Cirebon,January-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",99.09
Kota Cirebon,January-2023,2023,"Rekreasi, Olahraga dan Budaya",107.8
Kota Cirebon,January-2023,2023,Pendidikan,125.27
Kota Cirebon,January-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,123.6
Kota Cirebon,January-2023,2023,Perawatan Pribadi da Jasa Lainnya,126.86
Kota Depok,December-2023,2023,Umum,117.76
Kota Depok,December-2023,2023,"Makanan, Minuman dan Tembakau",126.32
Kota Depok,December-2023,2023,Pakaian dan Alas Kaki,99.97
Kota Depok,December-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",112.01
Kota Depok,December-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",121.84
Kota Depok,December-2023,2023,Kesehatan,110.2
Kota Depok,December-2023,2023,Transportasi,117.71
Kota Depok,December-2023,2023,"Informasi, Komunikasi dan Jasa Keuangan",98.21
Kota Depok,December-2023,2023,"Rekreasi, Olahraga dan Budaya",111.96
Kota Depok,December-2023,2023,Pendidikan,121.35
Kota Depok,December-2023,2023,Penyediaan Makanan dan Minuman/ Restoran,123.22
Kota Depok,December-2023,2023,Perawatan Pribadi da Jasa Lainnya,123.36
Kota Depok,November-2023,2023,Umum,117.44
Kota Depok,November-2023,2023,"Makanan, Minuman dan Tembakau",125.14
Kota Depok,November-2023,2023,Pakaian dan Alas Kaki,99.97
Kota Depok,November-2023,2023,"Perumahan, Air, Listrik dan Bahan Bakar Rumah Tangga",112.01
Kota Depok,November-2023,2023,"Perlengkapan, Peralatan dan Pemeliharaan Rutin Rumah Tangga",121.71
Kota Depok,November-2023,2023,Kesehatan,110.22
